order_id,hour,city,restaurant,delivery_time_minutes,revenue
129,6,Ahmedabad,South Express,44,434.75
130,8,Gandhinagar,South Express,41,293.93
131,2,Ahmedabad,Spice Hub,42,160.56
132,10,Ahmedabad,South Express,62,458.08
133,14,Gandhinagar,Green Bowl,61,344.12
134,20,Ahmedabad,Punjabi Tadka,29,556.06
135,17,Ahmedabad,Spice Hub,18,885.42
136,6,Ahmedabad,Punjabi Tadka,42,151.85
137,10,Gandhinagar,Pizza Corner,31,614.72
138,17,Ahmedabad,Pizza Corner,55,265.88
139,5,Gandhinagar,Green Bowl,27,218.74
140,15,Ahmedabad,Spice Hub,31,805.41
141,17,Ahmedabad,Punjabi Tadka,22,217.66
142,22,Ahmedabad,South Express,63,109.95
143,12,Ahmedabad,Spice Hub,52,594.86
144,9,Gandhinagar,Green Bowl,22,887.86
145,8,Ahmedabad,Pizza Corner,63,675.09
146,22,Ahmedabad,South Express,63,612.35
147,15,Ahmedabad,Punjabi Tadka,28,826.54
148,5,Gandhinagar,Spice Hub,26,617.54
149,9,Gandhinagar,Green Bowl,33,546.84
150,23,Gandhinagar,South Express,24,544.82
151,21,Ahmedabad,Punjabi Tadka,59,771.66
152,4,Ahmedabad,Punjabi Tadka,24,440.76
153,12,Gandhinagar,Spice Hub,17,400.75
154,9,Gandhinagar,Spice Hub,48,265.89
155,11,Ahmedabad,Punjabi Tadka,19,349.37
156,6,Gandhinagar,Green Bowl,17,457.45
157,1,Ahmedabad,Green Bowl,45,114.26
158,21,Gandhinagar,Green Bowl,39,334.94
159,21,Gandhinagar,South Express,20,101.72
160,11,Gandhinagar,Spice Hub,17,164.5
161,19,Ahmedabad,Green Bowl,64,377.92
162,23,Gandhinagar,Punjabi Tadka,23,522.23
163,23,Gandhinagar,Green Bowl,17,335.75
164,12,Ahmedabad,Pizza Corner,39,775.08
165,12,Ahmedabad,Punjabi Tadka,39,312.75
166,13,Gandhinagar,Spice Hub,64,357.9
167,4,Ahmedabad,Green Bowl,61,253.15
168,7,Gandhinagar,Spice Hub,53,416.23
169,21,Ahmedabad,Spice Hub,25,225.19
170,9,Gandhinagar,Spice Hub,40,269.32
171,6,Gandhinagar,Pizza Corner,22,434.23
172,15,Ahmedabad,Pizza Corner,38,159.16
173,11,Ahmedabad,Pizza Corner,34,814.2
174,18,Gandhinagar,Punjabi Tadka,17,488.86
175,16,Ahmedabad,Spice Hub,24,405.87
176,5,Ahmedabad,South Express,52,185.22
177,3,Gandhinagar,Spice Hub,58,575.35
178,13,Ahmedabad,Pizza Corner,36,419.15
179,0,Ahmedabad,Spice Hub,62,259.22
180,21,Ahmedabad,Punjabi Tadka,23,628.92
181,23,Gandhinagar,Punjabi Tadka,46,482.71
182,1,Gandhinagar,Spice Hub,42,831.95
183,13,Gandhinagar,Green Bowl,17,796.83
184,8,Ahmedabad,South Express,36,378.5
185,20,Gandhinagar,South Express,39,422.2
186,14,Ahmedabad,Green Bowl,18,829.7
187,13,Ahmedabad,South Express,37,871.72
188,9,Ahmedabad,Green Bowl,44,732.56
189,10,Gandhinagar,Punjabi Tadka,56,158.0
190,0,Ahmedabad,Spice Hub,50,132.84
191,2,Ahmedabad,Green Bowl,40,594.11
192,16,Gandhinagar,Punjabi Tadka,45,703.75
193,23,Ahmedabad,Pizza Corner,23,666.08
194,6,Gandhinagar,Spice Hub,37,724.22
195,18,Ahmedabad,Spice Hub,21,232.44
196,9,Ahmedabad,Green Bowl,20,115.94
197,9,Ahmedabad,Green Bowl,38,547.96
198,13,Ahmedabad,Spice Hub,47,813.69
199,21,Gandhinagar,Spice Hub,58,300.31
200,11,Ahmedabad,Green Bowl,60,249.33
201,1,Gandhinagar,Green Bowl,46,805.28
202,14,Ahmedabad,South Express,57,372.1
203,16,Gandhinagar,Spice Hub,19,382.39
204,16,Ahmedabad,Punjabi Tadka,31,587.11
205,17,Gandhinagar,Punjabi Tadka,17,314.53
206,14,Ahmedabad,Green Bowl,20,850.56
207,1,Ahmedabad,Pizza Corner,62,252.14
208,21,Gandhinagar,Punjabi Tadka,37,117.31
209,19,Gandhinagar,Pizza Corner,44,458.79
210,18,Ahmedabad,Punjabi Tadka,39,570.12
211,0,Ahmedabad,Spice Hub,35,322.88
212,13,Gandhinagar,Spice Hub,35,707.11
213,10,Gandhinagar,Pizza Corner,63,151.55
214,20,Gandhinagar,Spice Hub,33,358.01
215,8,Gandhinagar,Pizza Corner,16,459.06
216,23,Gandhinagar,Green Bowl,29,858.92
217,1,Ahmedabad,Punjabi Tadka,39,207.36
218,4,Gandhinagar,Pizza Corner,20,216.64
219,12,Ahmedabad,Punjabi Tadka,56,262.73
220,19,Gandhinagar,Punjabi Tadka,47,702.92
221,22,Ahmedabad,Punjabi Tadka,19,336.64
222,10,Ahmedabad,Green Bowl,35,354.89
223,7,Ahmedabad,Punjabi Tadka,46,551.28
224,17,Gandhinagar,Green Bowl,63,433.0
225,15,Ahmedabad,Punjabi Tadka,59,592.97
226,0,Gandhinagar,Punjabi Tadka,61,500.46
227,18,Gandhinagar,Spice Hub,47,665.96
228,7,Ahmedabad,South Express,44,889.31
229,12,Ahmedabad,Spice Hub,25,376.4
230,16,Gandhinagar,Spice Hub,64,271.45
231,0,Ahmedabad,Spice Hub,42,217.09
232,12,Gandhinagar,Green Bowl,38,416.02
233,9,Gandhinagar,Green Bowl,25,831.77
234,14,Gandhinagar,Punjabi Tadka,32,264.09
235,2,Gandhinagar,Spice Hub,55,384.8
236,16,Ahmedabad,Green Bowl,36,794.64
237,11,Ahmedabad,Pizza Corner,53,799.97
238,5,Ahmedabad,Punjabi Tadka,23,591.82
239,21,Gandhinagar,Green Bowl,25,704.27
240,16,Gandhinagar,Punjabi Tadka,18,794.44
241,9,Gandhinagar,Punjabi Tadka,45,169.3
242,11,Gandhinagar,Spice Hub,17,424.21
243,10,Gandhinagar,Pizza Corner,15,828.08
244,0,Ahmedabad,South Express,64,501.78
245,8,Ahmedabad,Green Bowl,52,257.52
246,4,Ahmedabad,Spice Hub,53,477.06
247,5,Ahmedabad,Pizza Corner,51,739.15
248,11,Gandhinagar,Spice Hub,36,868.24
249,17,Ahmedabad,Green Bowl,48,767.84
250,14,Gandhinagar,Spice Hub,38,526.86
251,10,Gandhinagar,South Express,20,642.77
252,20,Ahmedabad,South Express,34,200.09
253,16,Gandhinagar,Spice Hub,55,871.64
254,7,Ahmedabad,Punjabi Tadka,17,608.05
255,15,Gandhinagar,South Express,41,113.26
256,18,Ahmedabad,South Express,20,792.23
257,16,Ahmedabad,Pizza Corner,26,203.1
258,14,Gandhinagar,Pizza Corner,62,493.79
259,15,Ahmedabad,South Express,53,292.24
260,13,Ahmedabad,Green Bowl,48,356.29
261,19,Ahmedabad,Green Bowl,61,637.81
262,9,Gandhinagar,South Express,35,109.3
263,13,Gandhinagar,Punjabi Tadka,18,517.73
264,3,Gandhinagar,Spice Hub,19,269.83
265,7,Ahmedabad,Spice Hub,21,799.12
266,17,Gandhinagar,Pizza Corner,38,360.03
267,10,Ahmedabad,South Express,30,375.63
268,0,Gandhinagar,Punjabi Tadka,63,428.5
269,1,Gandhinagar,Green Bowl,44,730.53
270,11,Gandhinagar,Pizza Corner,51,506.65
271,4,Gandhinagar,Spice Hub,22,676.77
272,6,Ahmedabad,South Express,62,701.98
273,17,Gandhinagar,Punjabi Tadka,53,367.82
274,14,Ahmedabad,Green Bowl,60,271.14
275,12,Gandhinagar,Pizza Corner,58,488.15
276,11,Ahmedabad,Pizza Corner,21,562.19
277,12,Gandhinagar,Green Bowl,26,118.45
278,16,Gandhinagar,Green Bowl,20,157.54
279,17,Ahmedabad,Pizza Corner,63,641.71
280,0,Gandhinagar,South Express,39,876.06
281,11,Ahmedabad,Green Bowl,44,851.79
282,1,Ahmedabad,Spice Hub,25,310.75
283,8,Ahmedabad,South Express,44,781.04
284,20,Ahmedabad,Pizza Corner,57,594.2
285,1,Ahmedabad,Pizza Corner,51,632.86
286,15,Gandhinagar,Spice Hub,64,771.86
287,22,Ahmedabad,Punjabi Tadka,40,408.95
288,21,Gandhinagar,South Express,25,773.49
289,2,Ahmedabad,South Express,37,754.53
290,12,Ahmedabad,Spice Hub,31,200.23
291,4,Gandhinagar,Punjabi Tadka,31,564.16
292,12,Ahmedabad,Pizza Corner,49,448.84
293,23,Ahmedabad,Green Bowl,31,786.01
294,20,Gandhinagar,South Express,27,312.74
295,11,Ahmedabad,Punjabi Tadka,18,231.66
296,17,Ahmedabad,Green Bowl,41,354.2
297,18,Ahmedabad,Green Bowl,43,873.73
298,21,Gandhinagar,Pizza Corner,52,211.75
299,18,Gandhinagar,Green Bowl,40,730.02
300,22,Gandhinagar,South Express,50,253.74
301,18,Ahmedabad,Green Bowl,37,270.29
302,5,Gandhinagar,Pizza Corner,23,792.31
303,7,Ahmedabad,Spice Hub,16,578.6
304,23,Ahmedabad,Punjabi Tadka,46,250.45
305,5,Gandhinagar,Punjabi Tadka,56,275.3
306,5,Ahmedabad,Green Bowl,61,545.25
307,6,Gandhinagar,South Express,45,322.44
308,16,Ahmedabad,South Express,43,453.0
309,10,Ahmedabad,South Express,19,770.72
310,22,Gandhinagar,South Express,50,486.87
311,14,Ahmedabad,Spice Hub,63,186.26
312,4,Ahmedabad,Punjabi Tadka,42,525.71
313,14,Ahmedabad,South Express,51,872.91
314,6,Ahmedabad,South Express,64,744.54
315,13,Gandhinagar,Green Bowl,54,747.58
316,2,Gandhinagar,South Express,41,556.61
317,12,Ahmedabad,South Express,24,827.23
318,22,Gandhinagar,South Express,41,661.95
319,23,Ahmedabad,Punjabi Tadka,44,177.8
320,16,Gandhinagar,Spice Hub,57,633.17
321,14,Gandhinagar,Spice Hub,34,486.73
322,5,Gandhinagar,Spice Hub,19,270.7
323,8,Ahmedabad,South Express,52,101.27
324,9,Gandhinagar,Punjabi Tadka,43,229.26
325,12,Ahmedabad,Spice Hub,56,721.68
326,23,Ahmedabad,South Express,30,286.72
327,7,Ahmedabad,Spice Hub,43,463.63
328,14,Gandhinagar,Punjabi Tadka,30,640.31
329,6,Gandhinagar,Pizza Corner,61,820.25
330,2,Gandhinagar,Pizza Corner,39,448.88
331,5,Ahmedabad,Pizza Corner,44,657.73
332,22,Gandhinagar,South Express,16,689.74
333,17,Ahmedabad,Spice Hub,34,164.85
334,14,Gandhinagar,Punjabi Tadka,56,467.14
335,9,Gandhinagar,Punjabi Tadka,61,163.35
336,3,Gandhinagar,Spice Hub,47,726.72
337,15,Ahmedabad,Spice Hub,64,368.34
338,20,Gandhinagar,Punjabi Tadka,33,821.1
339,0,Ahmedabad,Pizza Corner,18,863.07
340,3,Ahmedabad,Spice Hub,47,835.76
341,21,Ahmedabad,Spice Hub,39,790.45
342,6,Gandhinagar,Pizza Corner,50,784.73
343,20,Ahmedabad,Spice Hub,64,156.34
344,0,Gandhinagar,Pizza Corner,15,389.84
345,20,Gandhinagar,South Express,30,890.99
346,1,Ahmedabad,Spice Hub,39,819.26
347,21,Ahmedabad,South Express,49,843.94
348,2,Gandhinagar,Pizza Corner,25,572.12
349,11,Ahmedabad,Green Bowl,38,505.51
350,15,Gandhinagar,Punjabi Tadka,49,156.67
351,11,Gandhinagar,Punjabi Tadka,35,665.88
352,4,Gandhinagar,Spice Hub,18,539.25
353,8,Ahmedabad,Pizza Corner,59,867.36
354,13,Ahmedabad,Green Bowl,28,203.57
355,11,Gandhinagar,Pizza Corner,41,412.06
356,7,Gandhinagar,South Express,47,448.98
357,21,Ahmedabad,Pizza Corner,30,415.3
358,7,Gandhinagar,Punjabi Tadka,58,152.53
359,21,Ahmedabad,Green Bowl,16,670.86
360,19,Ahmedabad,Punjabi Tadka,47,588.2
361,7,Ahmedabad,Green Bowl,16,599.65
362,22,Gandhinagar,Pizza Corner,37,170.61
363,13,Ahmedabad,Punjabi Tadka,16,302.28
364,18,Gandhinagar,Pizza Corner,36,320.25
365,3,Gandhinagar,Pizza Corner,56,162.18
366,17,Ahmedabad,Punjabi Tadka,51,660.58
367,1,Gandhinagar,Spice Hub,29,295.0
368,8,Ahmedabad,South Express,23,534.36
369,20,Ahmedabad,South Express,43,681.58
370,15,Gandhinagar,Punjabi Tadka,34,252.31
371,10,Gandhinagar,South Express,18,809.5
372,18,Gandhinagar,Pizza Corner,24,541.19
373,17,Gandhinagar,Green Bowl,41,331.77
374,7,Ahmedabad,Pizza Corner,38,639.71
375,0,Ahmedabad,Spice Hub,58,807.02
376,8,Ahmedabad,Green Bowl,16,165.27
377,13,Gandhinagar,Spice Hub,62,810.2
378,12,Gandhinagar,South Express,38,181.68
379,17,Gandhinagar,Pizza Corner,42,646.24
380,2,Ahmedabad,Pizza Corner,61,565.91
381,3,Gandhinagar,Punjabi Tadka,60,840.47
382,0,Gandhinagar,Spice Hub,57,538.52
383,17,Gandhinagar,Spice Hub,33,809.23
384,11,Gandhinagar,Pizza Corner,42,516.62
385,1,Ahmedabad,Green Bowl,25,717.02
386,5,Ahmedabad,Punjabi Tadka,46,699.99
387,5,Ahmedabad,South Express,35,896.18
388,22,Gandhinagar,Punjabi Tadka,18,248.52
389,16,Gandhinagar,Pizza Corner,55,310.99
390,9,Ahmedabad,Green Bowl,54,465.02
391,19,Ahmedabad,Green Bowl,41,705.87
392,11,Ahmedabad,South Express,47,147.25
393,18,Gandhinagar,Pizza Corner,54,361.9
394,20,Ahmedabad,Pizza Corner,28,783.41
395,2,Ahmedabad,Green Bowl,22,498.04
396,15,Gandhinagar,Green Bowl,41,425.82
397,8,Gandhinagar,Green Bowl,61,895.52
398,20,Gandhinagar,Spice Hub,39,853.62
399,16,Gandhinagar,Spice Hub,42,505.82
400,10,Ahmedabad,South Express,63,138.8
